Panorama,3D Model,flag,username,timestamp
/Users/jhshi/Desktop/fsdl-2022-3D-reconstruction/flagged/Panorama/tmpt528gzvt.png,,,,2022-09-28 21:34:53.430614
/Users/jhshi/Desktop/fsdl-2022-3D-reconstruction/flagged/Panorama/tmp7rxea_68.png,,,,2022-09-28 21:34:55.032510
